d1_ratio,d2_ratio,d3_d5_ratio,dominant_freq,peak_count,label
0.5185973247761173,0.2651635364333519,0.21623913879053083,51.0,72,ambient
0.5027226814067485,0.2733165090563333,0.22396080953691833,1.0833333333333333,77,ambient
0.5235682560842434,0.25261799301051724,0.22381375090523936,41.58333333333333,60,ambient
0.5051810287180927,0.2641251382258054,0.23069383305610194,111.66666666666666,77,ambient
0.5307747575549726,0.2450429503253512,0.2241822921196763,77.25,79,ambient
0.5131276423565255,0.2590100140343282,0.2278623436091462,123.83333333333333,77,ambient
0.5138707015973457,0.2561869558230892,0.22994234257956503,120.33333333333333,65,ambient
0.5107105729922905,0.26073041660418844,0.228559010403521,139.75,63,ambient
0.5109599702471642,0.25810410725405764,0.23093592249877817,8.166666666666666,80,ambient
0.530727348632757,0.24950894953563793,0.21976370183160523,102.25,76,ambient
0.5191707907958251,0.25521995459388025,0.22560925461029466,69.25,79,ambient
0.5058390685692128,0.2757734284993158,0.21838750293147136,48.5,79,ambient
0.5223780246541164,0.26022527685150865,0.21739669849437496,33.0,79,ambient
0.5033402755717611,0.28200776624558616,0.21465195818265276,26.166666666666664,56,ambient
0.497798699810185,0.2782416943551273,0.2239596058346876,94.75,73,ambient
0.4875278740756622,0.25858101484918095,0.25389111107515683,138.58333333333331,77,ambient
0.5092817014213666,0.26227994362323975,0.22843835495539358,92.58333333333333,53,ambient
0.5158355549461764,0.25771500615864346,0.22644943889518018,87.0,82,ambient
0.5235337719990486,0.26332377838262505,0.2131424496183264,165.16666666666666,63,ambient
0.5007642491058941,0.26281201929964587,0.23642373159446,16.416666666666664,73,ambient
0.5106835550266193,0.26422400370317795,0.2250924412702027,61.666666666666664,75,ambient
0.5022840535328233,0.2622119598680063,0.23550398659917035,92.5,86,ambient
0.5066049040664249,0.26052764565339603,0.23286745028017908,150.83333333333331,64,ambient
0.4978402618442918,0.25057841298993705,0.25158132516577114,79.5,62,ambient
0.543574027941949,0.24909257893055578,0.20733339312749527,139.33333333333331,85,ambient
0.4890011394834177,0.2656147588836085,0.24538410163297372,55.75,68,ambient
0.5107972318019502,0.26156360854390726,0.22763915965414241,71.41666666666666,71,ambient
0.49956500320494907,0.2657620792889373,0.23467291750611366,56.916666666666664,82,ambient
0.5211164633601465,0.2558940343421846,0.22298950229766898,20.083333333333332,61,ambient
0.5117922139725897,0.25573444377178406,0.23247334225562624,157.16666666666666,76,ambient
0.5006219738562422,0.2628225017048988,0.23655552443885916,124.16666666666666,80,ambient
0.498297539437532,0.2555646404440288,0.24613782011843924,11.083333333333332,92,ambient
0.5247295408786735,0.254100994494793,0.22116946462653347,153.33333333333331,69,ambient
0.5066181476637579,0.2554432610286588,0.23793859130758332,48.0,67,ambient
0.4908459856190214,0.28079394016669657,0.22836007421428217,113.16666666666666,74,ambient
0.49841323239074,0.2837155860122359,0.21787118159702404,139.83333333333331,67,ambient
0.517499911004544,0.2512015080042664,0.23129858099118972,80.91666666666666,69,ambient
0.5058219385463864,0.2679408544214557,0.226237207032158,80.08333333333333,79,ambient
0.5148193273504328,0.2514733917568121,0.23370728089275522,96.91666666666666,83,ambient
0.5203588450313069,0.2569915738057188,0.22264958116297426,32.166666666666664,85,ambient
0.5042708906948619,0.254282187004608,0.2414469223005302,155.33333333333331,71,ambient
0.48569299138810784,0.2638305261495407,0.25047648246235144,44.666666666666664,47,ambient
0.5210274326015144,0.24517456447445282,0.23379800292403277,53.08333333333333,67,ambient
0.5020638780508977,0.25897253998011327,0.2389635819689891,151.75,73,ambient
0.5180095890060186,0.2558700906868106,0.22612032030717089,24.5,87,ambient
0.5125568739925572,0.2619357018617824,0.22550742414566036,105.33333333333333,70,ambient
0.514932047607876,0.26096704319812686,0.22410090919399714,80.91666666666666,93,ambient
0.48875483544965215,0.2733659207328509,0.23787924381749698,158.08333333333331,65,ambient
0.5125609549024553,0.2601752818110934,0.22726376328645126,71.83333333333333,63,ambient
0.51524816584816,0.2543339753264221,0.23041785882541788,156.16666666666666,75,ambient
0.514163929815629,0.26537089968167743,0.22046517050269357,96.5,63,ambient
0.5076203668160211,0.25667246513401115,0.2357071680499677,79.91666666666666,70,ambient
0.4961240611683997,0.2598829711353295,0.2439929676962708,16.583333333333332,74,ambient
0.5084756003548351,0.25594011235112996,0.2355842872940349,78.58333333333333,70,ambient
0.5149784503299153,0.24769344170320562,0.23732810796687914,57.416666666666664,71,ambient
0.5146749480453852,0.26205492127180635,0.22327013068280843,63.58333333333333,67,ambient
0.5305432660324346,0.23952852903744024,0.22992820493012517,109.08333333333333,48,ambient
0.5333340734218395,0.2559265956769729,0.2107393309011877,79.83333333333333,73,ambient
0.512429405819321,0.2669579704107447,0.22061262376993432,137.83333333333331,75,ambient
0.5141360118030365,0.25980743156317476,0.22605655663378882,34.416666666666664,61,ambient
0.5052880355753147,0.2666410247839683,0.22807093964071712,49.08333333333333,59,ambient
0.5324147409005473,0.25213688753738617,0.2154483715620665,69.33333333333333,69,ambient
0.5082676417458057,0.25434668459836457,0.23738567365582966,57.75,64,ambient
0.5241351489960995,0.26613191200932496,0.20973293899457562,49.416666666666664,83,ambient
0.5053060279765915,0.2590308517219729,0.23566312030143563,64.16666666666666,68,ambient
0.5061945100198266,0.25061461376257055,0.24319087621760277,41.416666666666664,83,ambient
0.5194429058132105,0.25958380107526197,0.2209732931115275,51.33333333333333,58,ambient
0.4963815371533465,0.26392944076192176,0.23968902208473175,69.0,70,ambient
0.5186170339421425,0.2555506392296021,0.2258323268282554,21.416666666666664,88,ambient
0.5122461887622364,0.27809885264714446,0.2096549585906192,139.16666666666666,80,ambient
0.5221765761087691,0.24494956890909475,0.23287385498213614,135.83333333333331,81,ambient
0.5077350910902476,0.26510081799822965,0.22716409091152268,40.25,80,ambient
0.5090173120181035,0.27244430939988323,0.21853837858201333,46.5,57,ambient
0.5327385215646765,0.24051990201918322,0.22674157641614032,154.5,71,ambient
0.5189527322147315,0.2518318454507633,0.22921542233450518,153.5,73,ambient
