d1_ratio,d2_ratio,d3_d5_ratio,dominant_freq,peak_count,label
0.23466875717484598,0.12714491794937433,0.6381863248757798,0.08333333333333333,54,machete
0.10126226962007176,0.1274553431919519,0.7712823871879764,1.0833333333333333,56,machete
0.09741553431557685,0.09908734410837577,0.8034971215760475,1.1666666666666665,11,machete
0.5015748768305219,0.2625345831601101,0.2358905400093679,91.16666666666666,70,machete
0.4296495271830892,0.2396728898235504,0.3306775829933605,1.0,18,machete
0.46749841486150856,0.2430453274896263,0.2894562576488652,2.083333333333333,12,machete
0.48303133341920534,0.20823896854775029,0.3087296980330444,1.9166666666666665,22,machete
0.43617817578181933,0.21584133634974334,0.3479804878684374,0.9166666666666666,13,machete
0.3759462604540717,0.22990408508177482,0.3941496544641536,1.0833333333333333,16,machete
0.3841812208159621,0.16490425625793798,0.4509145229260999,2.9166666666666665,23,machete
0.4544693115346799,0.1849721259985909,0.3605585624667291,1.0,24,machete
0.4135349195326052,0.2334143535445349,0.3530507269228599,1.0833333333333333,17,machete
0.4045301853682925,0.17465512593744292,0.42081468869426464,3.083333333333333,10,machete
0.47617412449376684,0.1897032355584321,0.3341226399478011,1.1666666666666665,9,machete
0.44422554568977707,0.19483335500768162,0.3609410993025413,1.9166666666666665,17,machete
0.320940787047753,0.2687417390709998,0.41031747388124723,1.9166666666666665,19,machete
0.37893696336732763,0.19641814779087224,0.4246448888418002,3.0,17,machete
0.4287054808318405,0.19050679106042476,0.3807877281077347,0.8333333333333333,21,machete
0.4445863208097817,0.18543653567428423,0.36997714351593397,1.0,21,machete
0.4992582351257977,0.19631376133193174,0.30442800354227056,0.9166666666666666,16,machete
0.4476523640569132,0.14905024330648187,0.403297392636605,1.8333333333333333,7,machete
0.3619303997896606,0.21308451166235634,0.4249850885479831,0.8333333333333333,18,machete
0.42000096172216334,0.18575752073856794,0.3942415175392687,1.75,22,machete
0.3904962366240526,0.16879027962649723,0.4407134837494502,0.9166666666666666,19,machete
0.40991375043391437,0.21828609399332505,0.3718001555727605,1.0,16,machete
0.41902226662353814,0.34458281528788365,0.23639491808857824,0.0,27,chainsaw
0.49586584198932,0.3058829660609953,0.19825119194968474,0.08333333333333333,52,chainsaw
0.48053366090108096,0.3108416516848267,0.20862468741409237,0.25,55,chainsaw
0.43241460689579886,0.32280623680495724,0.24477915629924402,0.08333333333333333,43,chainsaw
0.2273027966265696,0.29318430086503466,0.4795129025083958,0.0,7,chainsaw
0.4770768295499315,0.26053396523090616,0.2623892052191622,0.08333333333333333,54,chainsaw
0.4446358957317638,0.3777562388572639,0.1776078654109723,80.33333333333333,64,chainsaw
0.3322039990058057,0.3594248975192176,0.3083711034749767,36.83333333333333,58,chainsaw
0.3146080776427831,0.4637858745678698,0.22160604778934714,0.0,66,chainsaw
0.4069904833080397,0.36403177286547445,0.2289777438264858,0.0,55,chainsaw
0.4675459597421751,0.2563025341473909,0.2761515061104339,0.08333333333333333,44,chainsaw
0.37010174820271075,0.4456470281010428,0.18425122369624658,59.58333333333333,32,chainsaw
0.49087450858460435,0.3764854810146767,0.13264001040071882,85.0,58,chainsaw
0.40512123534420086,0.4247147757594377,0.17016398889636153,48.916666666666664,53,chainsaw
0.440129819885637,0.3721778092257863,0.18769237088857676,0.08333333333333333,53,chainsaw
0.4145811808666864,0.45014280284259284,0.13527601629072078,86.75,49,chainsaw
0.4406258092374844,0.41463662826300063,0.14473756249951492,76.91666666666666,57,chainsaw
0.4245297189024374,0.3921277923538714,0.18334248874369113,0.16666666666666666,63,chainsaw
0.38837957861292677,0.42124575536837117,0.19037466601870212,75.0,59,chainsaw
0.43590488168983516,0.4119228082445782,0.15217231006558662,84.66666666666666,78,chainsaw
0.38263270247116904,0.31525435155294224,0.30211294597588884,0.08333333333333333,26,chainsaw
0.4509675265065629,0.2897172730292671,0.25931520046416995,0.0,56,chainsaw
0.49175216349731316,0.3640539580808784,0.1441938784218083,0.08333333333333333,47,chainsaw
0.3984460434868879,0.46410046913419467,0.1374534873789176,68.0,58,chainsaw
0.3184357388195655,0.4257920714959814,0.2557721896844531,61.916666666666664,49,chainsaw
0.17643976774387338,0.1322011505668459,0.6913590816892807,0.08333333333333333,38,ambient
0.05139489542891529,0.07974846519467411,0.8688566393764104,1.75,3,ambient
0.5213965600679615,0.25129417537220555,0.2273092645598329,110.5,71,ambient
0.504363030884306,0.27550096634852245,0.22013600276717163,72.75,61,ambient
0.49775299837003134,0.26840203455028877,0.23384496707967986,8.0,80,ambient
0.5252277176813254,0.24852644154572215,0.2262458407729525,9.333333333333332,67,ambient
0.5128377049037068,0.2415492905278848,0.24561300456840832,46.5,67,ambient
0.4994327820967473,0.262343553203371,0.23822366469988177,124.83333333333333,69,ambient
0.5067213159018762,0.26606609254856645,0.22721259154955728,51.75,66,ambient
0.5228725013566954,0.2651830964942814,0.21194440214902327,44.08333333333333,77,ambient
0.49254777596661864,0.28029047847567945,0.22716174555770194,67.16666666666666,75,ambient
0.510531678392762,0.26255823552187635,0.22691008608536165,65.41666666666666,62,ambient
0.522433181067384,0.25654096503646817,0.22102585389614784,43.0,84,ambient
0.5178268616122056,0.24825524875221505,0.23391788963557927,119.5,69,ambient
0.5285433697122596,0.2505657645501227,0.22089086573761782,44.5,66,ambient
0.5021781820353787,0.2690598356847367,0.22876198227988465,6.916666666666666,60,ambient
0.5015379767959858,0.2569961695604072,0.241465853643607,27.0,90,ambient
0.5008649954926611,0.26058814873828823,0.2385468557690507,160.75,68,ambient
0.5055836668120977,0.2553100380647844,0.23910629512311798,6.5,70,ambient
0.5089322854525541,0.26212556895059813,0.22894214559684778,137.83333333333331,71,ambient
0.5085944035337322,0.260925338039252,0.23048025842701586,51.0,60,ambient
0.4958406228034823,0.267296893603043,0.23686248359347473,154.5,82,ambient
0.5128908710213658,0.25997718270903974,0.2271319462695944,35.33333333333333,74,ambient
0.5083612983561472,0.2601128983954572,0.23152580324839558,94.08333333333333,74,ambient
0.5023747144354992,0.25347591350168724,0.24414937206281354,148.41666666666666,90,ambient
0.5030361279456833,0.26539255750382074,0.23157131455049604,71.66666666666666,59,ambient
0.5212617243149031,0.24933317416395268,0.2294051015211442,48.75,75,ambient
0.5147610530429754,0.2527330179019323,0.2325059290550923,140.91666666666666,68,ambient
0.5019891042553659,0.26439788311342477,0.23361301263120937,123.25,78,ambient
0.5050368728207544,0.27600520306090315,0.21895792411834236,87.75,84,ambient
0.4989196031077586,0.24781486398850064,0.2532655329037407,111.41666666666666,72,ambient
0.5187716196765929,0.2493696910463679,0.23185868927703918,146.91666666666666,70,ambient
0.5086639286072115,0.24278188055303904,0.2485541908397494,82.16666666666666,87,ambient
0.5103162623558799,0.2557997484695504,0.23388398917456965,75.75,72,ambient
0.4910631427456808,0.26024051540879994,0.24869634184551928,164.41666666666666,89,ambient
0.5273780680823525,0.24607163262326837,0.22655029929437898,118.0,74,ambient
0.49452359453671396,0.2692864338584273,0.23618997160485877,65.33333333333333,66,ambient
0.5149481806761768,0.2580245224516631,0.22702729687216017,67.16666666666666,73,ambient
0.5225315507474547,0.25068455210419377,0.2267838971483515,145.91666666666666,84,ambient
0.5391193641487401,0.2465694507124306,0.21431118513882932,39.83333333333333,72,ambient
0.4936188196161412,0.2784588019114667,0.2279223784723921,122.08333333333333,59,ambient
0.5225368211494591,0.2608541161240115,0.21660906272652938,159.16666666666666,71,ambient
0.5183236633754186,0.2475529319120294,0.23412340471255205,105.16666666666666,80,ambient
0.49704821530431814,0.2742048849323454,0.22874689976333634,61.166666666666664,82,ambient
0.5114960816061233,0.2727087832410095,0.21579513515286722,127.83333333333333,89,ambient
0.48978765080493214,0.27602829672006274,0.23418405247500518,84.75,66,ambient
0.49080343720037106,0.2632084254973717,0.24598813730225721,128.66666666666666,81,ambient
0.5195458437889539,0.24196214324514637,0.23849201296589975,33.916666666666664,78,ambient
0.4956563050656245,0.2726882869191956,0.23165540801517986,7.583333333333333,88,ambient
0.5064781969887074,0.2571604242583887,0.2363613787529039,131.33333333333331,80,ambient
0.5117538285457941,0.2506074762868595,0.23763869516734643,158.08333333333331,68,ambient
0.5184048187210742,0.2453662929232827,0.23622888835564304,45.916666666666664,75,ambient
0.5167996775460532,0.24987421008472038,0.23332611236922646,89.16666666666666,72,ambient
0.5053279600042959,0.2558216161270169,0.23885042386868713,125.0,74,ambient
0.522083392792935,0.26169597047850623,0.21622063672855868,116.83333333333333,69,ambient
0.4976319572056034,0.27132445067547917,0.23104359211891753,34.83333333333333,77,ambient
0.5076215148752423,0.25769332740366524,0.2346851577210924,47.25,66,ambient
0.5075894360354759,0.266802970883778,0.22560759308074602,66.5,75,ambient
0.5139214540797772,0.266152527469266,0.21992601845095683,47.75,89,ambient
0.5052406530421198,0.27018526629446,0.22457408066342027,49.25,78,ambient
0.5241350381342007,0.25860551645782637,0.21725944540797287,107.33333333333333,66,ambient
0.5062736758013388,0.2616002499588991,0.23212607423976211,95.25,81,ambient
0.5068037576056359,0.2711840189085528,0.22201222348581123,6.833333333333333,83,ambient
0.5176124014431976,0.2634333951787146,0.21895420337808777,124.75,71,ambient
0.5031931564481569,0.28860068628393437,0.2082061572679088,59.166666666666664,60,ambient
0.5351410897754505,0.25237933440694693,0.21247957581760243,111.25,75,ambient
0.5033374038760788,0.28666139379251276,0.21000120233140837,5.166666666666666,80,ambient
0.5273639644589904,0.2522795622251587,0.22035647331585095,100.16666666666666,61,ambient
0.5043519003983639,0.2553772956343901,0.2402708039672461,65.5,78,ambient
0.5037219930698242,0.26554103906749643,0.2307369678626793,8.416666666666666,60,ambient
0.5171053155318986,0.2653526710063256,0.21754201346177568,119.5,78,ambient
0.5354719266996409,0.2502804161536611,0.21424765714669788,27.833333333333332,78,ambient
0.5111385187469464,0.2664848326891821,0.22237664856387154,154.5,72,ambient
0.5191914246093835,0.2554408371181919,0.22536773827242462,153.08333333333331,57,ambient
0.5182982499829581,0.2456705820011848,0.2360311680158571,123.16666666666666,87,ambient
