timestamp_ms,accel_x,accel_y,accel_z,voltage,soc
3,1944,-36,17600,4.12,91.3
6,2096,-48,17704,4.12,91.3
9,2012,-120,17812,4.12,91.3
16,2100,0,17860,4.12,91.3
19,2012,-100,17772,4.12,91.3
22,2092,4,17780,4.12,91.3
25,2036,28,17804,4.12,91.3
28,2056,-144,17660,4.12,91.3
31,2048,-56,17764,4.12,91.3
34,2092,-56,17636,4.12,91.3
37,1980,-152,17772,4.12,91.3
40,2000,-44,17880,4.12,91.3
43,2136,-12,18036,4.12,91.3
47,2032,-84,17792,4.12,91.3
50,2080,16,17844,4.12,91.3
53,2000,-72,17808,4.12,91.3
56,2100,-72,17716,4.12,91.3
59,2048,-140,17744,4.12,91.3
62,2112,-80,17748,4.12,91.3
65,2064,-132,17900,4.12,91.3
68,2120,-84,17844,4.12,91.3
71,2132,-88,17840,4.12,91.3
76,2104,-80,17856,4.12,91.3
79,2100,-148,17760,4.12,91.3
82,2056,-224,17784,4.12,91.3
85,2112,-68,17764,4.12,91.3
89,2080,-200,17784,4.12,91.3
92,2116,-88,17828,4.12,91.3
95,2072,-36,17724,4.12,91.3
98,2200,-108,17732,4.12,91.3
101,2084,-132,17864,4.12,91.3
104,2152,-176,17896,4.12,91.3
107,2104,-152,17884,4.12,91.3
110,2052,-204,17752,4.12,91.3
113,2124,-180,17708,4.12,91.3
116,2024,-100,17852,4.12,91.3
119,2016,-80,17920,4.12,91.3
122,2076,-168,17856,4.12,91.3
125,2008,-92,17596,4.12,91.3
131,1964,-120,17728,4.12,91.3
134,1988,-56,17764,4.12,91.3
137,2080,-64,17948,4.12,91.3
140,2044,-88,17672,4.12,91.3
143,1912,-164,17680,4.12,91.3
146,2072,-132,17948,4.12,91.3
150,2056,-144,17716,4.12,91.3
153,2172,-160,17840,4.12,91.3
156,1992,-144,17772,4.12,91.3
159,2060,-124,17892,4.12,91.3
162,2044,-72,17816,4.12,91.3
165,2084,-140,17796,4.12,91.3
168,1988,-104,17760,4.12,91.3
171,1968,-120,17864,4.12,91.3
174,2012,-80,17708,4.12,91.3
177,2028,-48,17824,4.12,91.3
180,2112,-72,17808,4.12,91.3
183,1980,-44,17720,4.12,91.3
189,1996,-48,17728,4.12,91.3
192,2068,-88,17752,4.12,91.3
195,2012,-56,17760,4.12,91.3
198,2000,-112,17920,4.12,91.3
201,2004,-68,17928,4.12,91.3
204,2108,-124,17784,4.12,91.3
207,1992,-148,17612,4.12,91.3
210,2020,-108,17536,4.12,91.3
213,2060,0,17972,4.12,91.3
217,2072,-40,18008,4.12,91.3
220,2008,-72,17792,4.12,91.3
223,1992,-128,17812,4.12,91.3
226,2068,-56,17756,4.12,91.3
229,2144,-92,18112,4.12,91.3
232,2040,-84,17808,4.12,91.3
235,2072,-96,17680,4.12,91.3
238,2028,-112,17732,4.12,91.3
243,1924,-212,17892,4.12,91.3
246,1984,-140,17736,4.12,91.3
249,2108,16,17888,4.12,91.3
252,2036,-116,17792,4.12,91.3
256,2060,-128,17788,4.12,91.3
259,1960,-108,17768,4.12,91.3
